No_Vuelo,origin,destination,origin_latitude,origin_longitude,destination_latitude,destination_longitude
1580,MEX,CDG,19.4363,-99.0721,49.0128,2.55
1581,MEX,CDG,19.4363,-99.0721,49.0128,2.55
1582,MEX,CDG,19.4363,-99.0721,49.0128,2.55
1583,MEX,CDG,19.4363,-99.0721,49.0128,2.55
1584,MEX,CDG,19.4363,-99.0721,49.0128,2.55
1585,MEX,CDG,19.4363,-99.0721,49.0128,2.55
1586,MEX,CDG,19.4363,-99.0721,49.0128,2.55
1587,MEX,CDG,19.4363,-99.0721,49.0128,2.55
1588,GDL,MEX,20.5218,-103.311,19.4363,-99.0721
1589,GDL,MEX,20.5218,-103.311,19.4363,-99.0721
1590,GDL,MEX,20.5218,-103.311,19.4363,-99.0721
1591,MEX,CJS,19.4363,-99.0721,31.6361,-106.429
1592,MEX,CJS,19.4363,-99.0721,31.6361,-106.429
1593,MEX,AMS,19.4363,-99.0721,52.3086,4.76389
1594,MEX,AMS,19.4363,-99.0721,52.3086,4.76389
1595,MEX,AMS,19.4363,-99.0721,52.3086,4.76389
1596,MEX,AMS,19.4363,-99.0721,52.3086,4.76389
1597,MEX,AMS,19.4363,-99.0721,52.3086,4.76389
1598,MEX,AMS,19.4363,-99.0721,52.3086,4.76389
1599,MEX,AMS,19.4363,-99.0721,52.3086,4.76389
1600,MEX,ATL,19.4363,-99.0721,33.6367,-84.4281
1601,MEX,ATL,19.4363,-99.0721,33.6367,-84.4281
1602,MEX,CEN,19.4363,-99.0721,27.3926,-109.833
1603,MEX,CEN,19.4363,-99.0721,27.3926,-109.833
1604,MEX,CEN,19.4363,-99.0721,27.3926,-109.833
1605,MEX,CEN,19.4363,-99.0721,27.3926,-109.833
1606,ZCL,MEX,22.8971,-102.687,19.4363,-99.0721
1607,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1608,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1609,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1610,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1611,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1612,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1613,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1614,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1615,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1616,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1617,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1618,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1619,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1620,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1621,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1622,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1623,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1624,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1625,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1626,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1627,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1628,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1629,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1630,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1631,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1632,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1633,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1634,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1635,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1636,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1637,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1638,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1639,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1640,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1641,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1642,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1643,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1644,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1645,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1646,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1647,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1648,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1649,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1650,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1651,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1652,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1653,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1654,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1655,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1656,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1657,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1658,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1659,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1660,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1661,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1662,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1663,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1664,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1665,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1666,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1667,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1668,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1669,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1670,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1671,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1672,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1673,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1674,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264
1675,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1676,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1677,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1678,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1679,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1680,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1681,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1682,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1683,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1684,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1685,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1686,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1687,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1688,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1689,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1690,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1691,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1692,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1693,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1694,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1695,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1696,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1697,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1698,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1699,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1700,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1701,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1702,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1703,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1704,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1705,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1706,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1707,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1708,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1709,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1710,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1711,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1712,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1713,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1714,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1715,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1716,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1717,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1718,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1719,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1720,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1721,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1722,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1723,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1724,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1725,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1726,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1727,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1728,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1729,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1730,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1731,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1732,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1733,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1734,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1735,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1736,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1737,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1738,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1739,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1740,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1741,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1742,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1743,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1744,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1745,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1746,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1747,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1748,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1749,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1750,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1751,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1752,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1753,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1754,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1755,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1756,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1757,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1758,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1759,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1760,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1761,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1762,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1763,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1764,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1765,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1766,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1767,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1768,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1769,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1770,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1771,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1772,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1773,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1774,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1775,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1776,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1777,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1778,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1779,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1780,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1781,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1782,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1783,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1784,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1785,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1786,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1787,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1788,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1789,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1790,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1791,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1792,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1793,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1794,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1795,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1796,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1797,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1798,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1799,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1800,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1801,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1802,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1803,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1804,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1805,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1806,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1807,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1808,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1809,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1810,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1811,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1812,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1813,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1814,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1815,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1816,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1817,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1818,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1819,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1820,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1821,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1822,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1823,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1824,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1825,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1826,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1827,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1828,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1829,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1830,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1831,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1832,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1833,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1834,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1835,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1836,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1837,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1838,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1839,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1840,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1841,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1842,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1843,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1844,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1845,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1846,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1847,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1848,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1849,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1850,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1851,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1852,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1853,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1854,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1855,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1856,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1857,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1858,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1859,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1860,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1861,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1862,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1863,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1864,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1865,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1866,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1867,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1868,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1869,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1870,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1871,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1872,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1873,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1874,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1875,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1876,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1877,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1878,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1879,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1880,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1881,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1882,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1883,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1884,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1885,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1886,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1887,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1888,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1889,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1890,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1891,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1892,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1893,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1894,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1895,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1896,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1897,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1898,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1899,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1900,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1901,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1902,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1903,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1904,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1905,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1906,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1907,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1908,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1909,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1910,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1911,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1912,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1913,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1914,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1915,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1916,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1917,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1918,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1919,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1920,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1921,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1922,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1923,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1924,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1925,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1926,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1927,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1928,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1929,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1930,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1931,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1932,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1933,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1934,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1935,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1936,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1937,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1938,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1939,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1940,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1941,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1942,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1943,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1944,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1945,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1946,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1947,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1948,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1949,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1950,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1951,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1952,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1953,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1954,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1955,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1956,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1957,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1958,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1959,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1960,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1961,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1962,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1963,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1964,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1965,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1966,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1967,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1968,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1969,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1970,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1971,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1972,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1973,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1974,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1975,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1976,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1977,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1978,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1979,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1980,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1981,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1982,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1983,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1984,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1985,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1986,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1987,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1988,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1989,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1990,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1991,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1992,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1993,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1994,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1995,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1996,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1997,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1998,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
1999,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2000,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2001,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2002,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
